id_tweet,fecha_creacion,usuario,texto_original,texto_procesado,sentimiento_predicho_texto
1538,2025-05-21 20:48:02,usuario_generado,"Durante la campaña electoral, no nos distraeremos en demagogias, sino en escuchar a los andaluces. - http://t.co/ehjy5ChZ #elcambioandaluz",campaña electoral distraerer demagogia sino escuchar andaluz,negativo
1539,2025-05-21 20:48:02,usuario_generado,"#OrgullosoDeMisFans RT @Fans_Sanz: RT @FanClubMASes @AlejandroSanz Alejandro, por si quieres saber (cont) http://t.co/SV4dNheZ",rt rt alejandro si quier saber cont,positivo
1540,2025-05-21 20:48:02,usuario_generado,Yo no me resigno a que gobernar sea vestir a una muñeca de azul. http://t.co/zhNE3UkA vía @GFVara,resignar gobernar vestir muñeca azul vía,neutro
1541,2025-05-21 20:48:02,usuario_generado,"El roce hace el cariño “@SirNisvenson: Hace un año odiaba a @pedroj_, ahora, no es que le quiera aún, pero tengo Orbyt y me hace RT varios.”",roce hacer cariño hacer año odiar ahora querer aún orbyt hacer rt varios,negativo
1542,2025-05-21 20:48:02,usuario_generado,"Las obligaciones de #Spanair con los pasajeros, según Fomento. http://t.co/ktpBCjVC",obligación pasajero según fomento,neutro
1543,2025-05-21 20:48:02,usuario_generado,"Los ""Schindler"" españoles http://t.co/s7OaejOi",schindler español,neutro
1544,2025-05-21 20:48:02,usuario_generado,"Ay, pobre! RT @jmguardia RT @Guerraeterna: Primera putada de la UE a Rajoy: tendrá que viajar en helicóptero http://t.co/VRwoIjWG",ay pobre rt rt primero putada ue rajoy viajar helicóptero,neutro
1545,2025-05-21 20:48:02,usuario_generado,"Veo en la tele un anuncio de RINAIR, para colocarse en las fosas nasales. Nada mas comprarlo acabas de él hasta las narices.",ver tele anuncio rinair colocar él fosa nasal mas comprar él acaba nariz,negativo
1546,2025-05-21 20:48:02,usuario_generado,En la reunión con el viceconsejero de Vicepresidencia @Bsarasola01 para analizar colaboración FMM/CM http://t.co/HI9PYQHT,reunión viceconsejero vicepresidencia analizar colaboración fmmcm,neutro
1547,2025-05-21 20:48:02,usuario_generado,RT: “@alfredodiaztwit: ¿Veis como no sirven para nada los chalecos salvavidas de los aviones?#Spanair”,rt veis servir chaleco salvavida avión,neutro
1548,2025-05-21 20:48:02,usuario_generado,Nunca te olvidaremos!!!! http://t.co/5PWyerJg,nunca olvidarer,neutro
1549,2025-05-21 20:48:02,usuario_generado,"Reunión con el lehendakari del Gobierno vasco, Patxi López http://t.co/pyn1hsat",reunión lehendakari gobierno vasco patxi lópez,neutro
1550,2025-05-21 20:48:02,usuario_generado,Los 7 hábitos del Community Manager altamente efectivo. http://t.co/v6J9ocOB,hábito community manager altamente efectivo,neutro
1551,2025-05-21 20:48:02,usuario_generado,"Esta noticia es de hoy, no de los 70! “@repubblicait: Sanremo, accordo raggiunto, Celentano sarà al Festival http://t.co/7dVgNWuO",noticia hoy sanremo accordo raggiunto celentano sarà festival,neutro
1552,2025-05-21 20:48:02,usuario_generado,RT“@rosselloarrom: esto sí que lo han escrito en castellano “@Spanair: Comunicado de Spanair a sus clientes: http://t.co/RAbvYMjB””,rt escribir castellano comunicado spanair cliente,neutro
1553,2025-05-21 20:48:02,usuario_generado,"No, contadmelo. RT @LOSMARESDESANZ: @AlejandroSanz Hola Alejandro, te contó roció de nuestro proyecto acá en rosario",contadmelo rt hola alejandro contar rociar proyecto acá rosario,positivo
1554,2025-05-21 20:48:02,usuario_generado,"Ni siquiera se sabe cuanto dinero publico hay en Spanair. “@anapanta: Spanair, la pelota cada vez más grande  http://t.co/liIbWzvxq-2",siquiera saber cuanto dinero publico spanair spanair pelota cada vez grande,neutro
1555,2025-05-21 20:48:02,usuario_generado,“@rosvego: Q sepas q eres tema dpasodobles y cuples de muchas agrupaciones d carnaval de cai.” Venga esa foto!,q sepa q tema dpasodobl cupl mucho agrupación d carnaval cai venir foto,negativo
1556,2025-05-21 20:48:02,usuario_generado,"Por cierto, pico de gripe. 142 casos x 100.000 habitantes.",cierto pico gripe caso x habitante,negativo
1557,2025-05-21 20:48:02,usuario_generado,"Me ha gustado ""La dama de hierro"". No tanto por su temática política, sino por el original modo de componer el relato de una vida peculiar.",gustar dama hierro temática político sino original modo componer relato vida peculiar,positivo
1558,2025-05-21 20:48:02,usuario_generado,La mejor protesta en twitter es hacer como Mourinho y dejar a Karanka que escriba vuestros tuits. Va a ser una juerga esto!,mejor protesta twitter hacer mourinho dejar karanka escribir tuit ir ser juergo,negativo
1559,2025-05-21 20:48:02,usuario_generado,Sorteare 10 entradas para el dia 10 de febrero que pincho en macumba....mañana os dire cual sera la prueba os apetece?,sortearir entrada dia febrero pincho macumbamañana dire serar prueba apetecer,neutro
1560,2025-05-21 20:48:02,usuario_generado,Eso comienza ya!!!!!!!,comenzar,positivo
1561,2025-05-21 20:48:02,usuario_generado,Solo teneis hasta mañana a las 12 de la noche!!!!!! Luego haremos otra cosita....,solo teneis mañana noche luego hacer cosita,neutro
1562,2025-05-21 20:48:02,usuario_generado,Buenaaas. Habra que levantarse.,buenaaas habra levantar él,positivo
1563,2025-05-21 20:48:02,usuario_generado,En tres minutos me activo. Estoy pensando desayunar lentejas.,tres minuto activo pensar desayunar lenteja,neutro
1564,2025-05-21 20:48:02,usuario_generado,Buenos días a todos! Así amanece Madrid: http://t.co/cTEV23Fz,buen día así amanecer madrid,positivo
1565,2025-05-21 20:48:02,usuario_generado,Hernández Mollar: Es necesario impulsar con urgencia las obras programadas  http://t.co/JzxN1Qnr via @elmundoes,hernández mollar necesario impulsar urgencia obra programado via,neutro
1566,2025-05-21 20:48:02,usuario_generado,Jerónimo Elespe muestra su arte diminuto y autobiográfico en el @cacmalaga http://t.co/2LoGmq4k via @elmundoes,jerónimo elespe mostrar arte diminuto autobiográfico via,neutro
1567,2025-05-21 20:48:02,usuario_generado,"Buenos días. Qué pasaría si un estado quebrara en serio, como Spanair o Lehman? (Se recomienda pensar 2 veces la respuesta antes d darla).",buen día pasar si quebrar serio spanair lehmar recomendar pensar vez respuesta d dar él,negativo
1568,2025-05-21 20:48:02,usuario_generado,"Con lo que tuitea el Consejero de Empleo de la Junta de Andalucía @RecioManolo , ni un solo tuit sobre el mas del millón de parados aquí",tuitear consejero empleo junta andalucía solo tuit mas millón parado aquí,neutro
1569,2025-05-21 20:48:02,usuario_generado,"Buenos dias, en unas horas con @_Rubalcaba_ Felipe González, @PatxiLopez @mariagv y @micaela_navarro. #muchosocialismo #massocialismo",buen dia uno hora felipe gonzález,neutro
1570,2025-05-21 20:48:02,usuario_generado,Buenos días a todos!,buen día,positivo
1571,2025-05-21 20:48:02,usuario_generado,Buenos días gente! A pesar de todo ....,buen día gente pesar,positivo
1572,2025-05-21 20:48:02,usuario_generado,El desempleo retrata las diferencias entre las autonomías http://t.co/YvM5GO7X,desempleo retratir diferencia autonomía,negativo
1573,2025-05-21 20:48:02,usuario_generado,"Todas las generaciones del PSOE juntas para salir adelante.Hoy con Felipe González, @patxilopez, @micaela_navarro y @mariagv en Madrid.RbCb",todo generación psoe junto salir adelantehoy felipe gonzález madridrbcb,neutro
1574,2025-05-21 20:48:02,usuario_generado,Los que no podáis venir a Arganzuela podéis seguir el acto de todas las generaciones del PSOE con #massocialismo en http://t.co/8dcQIMuz,podáis venir arganzuela poder seguir acto todo generación psoe,neutro
1575,2025-05-21 20:48:02,usuario_generado,"Vecinos, comerciantes y hermanos de Santa Genoveva recogen 2.327 firmas pidiendo el cambio del nomenclátor #sevillahoy",vecino comerciant hermano santa genoveva recoger firma pedir cambio nomenclátor,neutro
1576,2025-05-21 20:48:02,usuario_generado,La recomendación del sábado (Timothy Garton Ash) http://t.co/sbsLku10,recomendación sábado timothy garton ash,neutro
1577,2025-05-21 20:48:02,usuario_generado,"Ya en el tren, ahora un poco de lectura. ""Cita en la cima""",tren ahora lectura cita cima,neutro
1578,2025-05-21 20:48:02,usuario_generado,Curioso final del Azor: subastado hace 20años quiso ser restaurante y hotel. Pero acabó cogiendo óxido en Burgos. Os contaremos dónde está.,curioso final azor subastado hacer año querer ser restaurante hotel acabar coger óxido burgo contar dónde,neutro
1579,2025-05-21 20:48:02,usuario_generado,A punto de comenzar el acto de todas las generaciones del PSOE con RbCb y #mássocialismo http://t.co/3D2utVyZ,punto comenzar acto todo generación psoe rbcb,neutro
1580,2025-05-21 20:48:02,usuario_generado,yo tambien@Pevelasco Lo comparto “@PardoDeVera:Policías q no reparan en peligros para salvar vidas.Esa es la GenteMi solidaridad y tristeza,tambien compartir policía q reparar peligro salvar vidasesa gentemi solidaridad tristeza,negativo
1581,2025-05-21 20:48:02,usuario_generado,"En la Residencia Escolar Pignatelli, reunida con los Alcaldes del @pparagon",residencia escolar pignatelli reunido alcalde,neutro
1582,2025-05-21 20:48:02,usuario_generado,"Para que nosotros tengamos, otros son esclavos. ¿Es el mundo que queremos? http://t.co/y68Mapsh",esclavo mundo querer,negativo
1583,2025-05-21 20:48:02,usuario_generado,En Cataluña hay dinero para operaciones políticas como #Spanair d 150M pero no lo hay para salud o educación pública #nacionalismoescrisis,cataluña dinero operación política d m salud educación público,negativo
1584,2025-05-21 20:48:02,usuario_generado,"Un ministro de Industria m dijo el siglo pasado en su despacho ""Aquí casi siempre mandan las eléctricas"". Han vuelto http://t.co/YljccsL1",ministro industria m decir siglo pasado despacho aquí casi siempre mandar eléctrica volver,neutro
1585,2025-05-21 20:48:02,usuario_generado,Intermunicipal @ppmalaga (@ Hotel NH Málaga w/ @jfgesp @jmrlorente @manolo_baron @mayteotero @manolocardena) [pic]: http://t.co/ll3XTxlU,intermunicipal hotel nh málaga w pic,neutro
1586,2025-05-21 20:48:02,usuario_generado,"En el acto @_Rubalcaba_ con Micaela Navarro, @mariagv  @patxilopez y Felipe Gonzalez http://t.co/UvJlc4n4",acto micaela navarro felipe gonzalez,neutro
1587,2025-05-21 20:48:02,usuario_generado,Foto de la Reunión con Alcaldes del @pparagon http://t.co/b04yiujL,foto reunión alcalde,neutro
1588,2025-05-21 20:48:02,usuario_generado,Reunión con Alcaldes del @pparagon http://t.co/dc66x0jh,reunión alcalde,neutro
1589,2025-05-21 20:48:02,usuario_generado,En la intermunicipal del @PPMalaga : @antoniosanz y @eliasbendodo http://t.co/QFyB6pUZ,intermunicipal,neutro
1590,2025-05-21 20:48:02,usuario_generado,Una Wikipedia para valorar a empresas y países http://t.co/hiWVodbE vía @mouriz,wikipedia valorar empresa país vía,negativo
1591,2025-05-21 20:48:02,usuario_generado,. @esperanzaona interviene ahora en la intermunicipal @PPMalaga #elcambioandaluz http://t.co/gCW10GaM,intervenir ahora intermunicipal,neutro
1592,2025-05-21 20:48:02,usuario_generado,"Felipe González: "" Cada momento tiene su afán"" @_Rubalcaba_",felipe gonzález cada momento afán,neutro
1593,2025-05-21 20:48:02,usuario_generado,".@eliasbendodo "" cuanto mas crece #Malaga , mas votos pierde el @PSOEmalaga "" http://t.co/PZeVz3jJ",cuanto mas crecer mas voto perder,positivo
1594,2025-05-21 20:48:02,usuario_generado,Lagarde insiste a Alemania en q es necesario financiar el cortafuegos. Nadie -tampoco Alemania- es inmune a la crisis de la eurozona.,lagarde insistir alemania q necesario financiar cortafuego nadie tampoco alemania inmune crisis eurozona,negativo
1595,2025-05-21 20:48:02,usuario_generado,“@MVidalSantos: Concentracion contra la foto blasfema del Teatro Español @maslibres http://t.co/5BDjg9nI”,concentracion foto blasfema teatro español,neutro
1596,2025-05-21 20:48:02,usuario_generado,Revalorizando el patrimonio inmobiliario. La calle Pilar Bardem de Sevilla se llamará 'Nuestra Señora de las Mercedes' http://t.co/DsYGbyAP”,revalorizar patrimonio inmobiliario calle pilar bardem sevilla llamar señora merced,neutro
1597,2025-05-21 20:48:02,usuario_generado,Seguimos . Hoy el caso del Hotel Orfeo con Antonio Moya. (@ ESESA Escuela de Negocios) http://t.co/KqQnrhQP,seguir hoy caso hotel orfeo antonio moya esés escuela negocio,neutro
1598,2025-05-21 20:48:02,usuario_generado,No os perdáis la doble página en la que Maria Peral desmenuza el auto de inculpación de Garzón sobre la pasta de Nueva York. Espeluznante.,perdáis doble página mario peral desmenuzar auto inculpación garzón pasta nueva york espeluznante,neutro
1599,2025-05-21 20:48:02,usuario_generado,"Frio pero precioso! Eso si, nos hemos dejado el alma para subir hasta el castillo de Heidelberg ! http://t.co/qpQA9N3f",frio precioso si dejar alma subir castillo heidelberg,negativo
1600,2025-05-21 20:48:02,usuario_generado,Solo a mi me parece que está desproporcionado ? #menudocabezon http://t.co/y1K1g10i,solo parecer desproporcionado,negativo
1601,2025-05-21 20:48:02,usuario_generado,¿Tiene alguna responsabilidad la Generalitat de Cataluña con lo ocurrido con Spanair? ¿Qué valoración hacéis?,alguno responsabilidad generalitat cataluña ocurrido spanair valoración hacéi,negativo
1602,2025-05-21 20:48:02,usuario_generado,En @Captura ANDREU BUENAFUENTE (@Buenafuente) _ el hombre que hacía las paellas http://t.co/Md7YFEMt,andreu buenafuente hombre hacer paella,neutro
1603,2025-05-21 20:48:02,usuario_generado,RT @micaeljordan: Yo estoy de acuerdo con la #retiradamedallondeFranco de la Plaza Mayor de SALAMANCA,rt acuerdo plaza mayor salamanca,positivo
1604,2025-05-21 20:48:02,usuario_generado,"La pandilla de Don Gato;Benito, Cucho, Demostenes, Espanto y Panza #conocimientosinservibles http://t.co/ARKy9red",pandilla don gatobenito cucho demostén espanto panzar,neutro
1605,2025-05-21 20:48:02,usuario_generado,"González se debate entre el ""creer"" (Rubalcaba) y el ""querer"" (Chacón). Optará por Rubalcaba al que, además, le unen secretos de Estado.",gonzález debatir creer rubalcar querer chacón optar rubalcar además unir secreto,positivo
1606,2025-05-21 20:48:02,usuario_generado,RT @Ciutadans_Cs: A esta hora Estamos con @Albert_Rivera en manifestación convocada por #ProuRetallades | Ronda Universitat -Plz Catalunya,rt hora manifestación convocado ronda universitat plz catalunya,neutro
1607,2025-05-21 20:48:02,usuario_generado,Tragedias como la de la Coruña hacen valorar aun mas el trabajo de la policia,tragedia coruña hacer valorar aun mas trabajo policia,negativo
1608,2025-05-21 20:48:02,usuario_generado,Así es la 'zona caliente' de los soldados españoles en Afganistánhttp://t.co/IC6l0M5Y,así zona caliente soldado español afganistán,neutro
1609,2025-05-21 20:48:02,usuario_generado,"A por la segunda de #YesWeSpainISDIFFERENT  en Palma!!! Ahora, toca estirar y ensayar... http://t.co/74Yh5K3x",segundo palma ahora tocar estirar ensayar,neutro
1610,2025-05-21 20:48:02,usuario_generado,La suspensión a las primas renovables era lógico. Ahora tendrá q llegar la renegociación ddtarifa. España no aguanta ser el 3 país mas caro,suspensión prima renovable lógico ahora q llegar renegociación ddtarifa españa aguantar ser país mas caro,negativo
